"varname_orig","varname","varnum","form"
"NA","Bignoniacea",2146,"NA"
"NA","Campanulacea",2147,"NA"
"NA","Commelinacea",2148,"NA"
"NA","Myrtacea",2149,"NA"
"NA","Other Compos",2150,"NA"
"NA","ChenoAmar",2151,"NA"
"NA","Deteriorated",2152,"NA"
"NA","Mallatus",2153,"NA"
"NA","Rubiacea",2154,"NA"
"NA","Isorberlinia",2155,"NA"
"NA","Monolete Fern Spores",2156,"NA"
"NA","Cichoriaea",2157,"NA"
"NA","Plamae",2158,"NA"
"NA","Monolete Fren Spores",2159,"NA"
"Heteromorpha-type","Heteromorpha-type",2160,"I"
"NA","Ruschia",2161,"N"
"NA","Pentzia",2162,"I"
"NA","Polygalaceae",2163,"Upland Herbs"
"NA","Scabiosa",2164,"Upland Herbs"
"NA","Scrophulariaceae-type",2165,"Upland Herbs"
"NA","Mohria",2166,"NA"
"NA","Capparaceae",2167,"Trees and Shrubs"
"NA","Passerina",2168,"NA"
"NA","Clutia-type",2169,"NA"
"NA","Pacourina",2170,"NA"
"NA","Encephalartos",2171,"A"
"NA","Crassula",2172,"N"
"NA","Psoralae",2173,"NA"
"NA","Lynchnophora",2174,"NA"
"NA","Rhamnaceae-type",2175,"NA"
"NA","Sclerocarya caffra",2176,"NA"
"NA","Berkheya",2177,"N"
"NA","Trilete B",2178,"NA"
"NA","Leucosidea",2179,"NA"
"NA","Valerianaceae",2180,"Upland Herbs"
"NA","Pellaea-type",2181,"Terrestrial Vascular Cryptogams"
"NA","Type A",2182,"NA"
"NA","Melianthaceae",2183,"Trees and Shrubs"
"NA","Lobostemon",2184,"NA"
"NA","Pacourina-type",2185,"Q"
"NA","Perine spore",2186,"NA"
"NA","Widdringtonia",2187,"NA"
"NA","Kiggelaria africana",2188,"A"
"NA","Tulbaghia-type",2189,"NA"
"NA","Cephalaria",2190,"N"
"NA","Heteromorpha",2191,"NA"
"NA","Periploa",2192,"NA"
"NA","Cedrus",2193,"A"
"NA","Isoetes",2194,"Z"
"NA","Linum",2195,"N"
"NA","Ruschia-type",2196,"NA"
"NA","Gramineae big",2197,"NA"
"NA","Pittosporum",2198,"A"
"Adiantum","Adiantum",2199,"F"
"NA","Annogramma leptophylla",2200,"NA"
"NA","Asplenium-type",2201,"Terrestrial Vascular Cryptogams"
"NA","Asterella",2202,"Y"
"NA","Davallia",2203,"NA"
"NA","Dianthus-type",2204,"N"
"NA","Equisum",2205,"NA"
"NA","Fossombronia",2206,"Y"
"NA","Plantanus",2207,"NA"
"NA","Todea",2208,"F"
"NA","Peltophorum",2209,"NA"
"NA","Myrothamnus",2210,"NA"
"NA","Monechma",2211,"NA"
"NA","Gerbera",2212,"N"
"NA","Kiggelaria",2213,"NA"
"NA","Dicliptera",2214,"NA"
"NA","Monosulcate",2215,"NA"
"NA","Pseudoschizia",2216,"NA"
"NA","Erica",2217,"Trees and Shrubs"
"NA","Spirosta",2218,"NA"
"NA","Sapotaceae-type 1",2219,"NA"
"NA","Tarchonantus/Brachylaena",2220,"NA"
"NA","Lentibulariaceae",2221,"Aquatic Vascular Plants"
"NA","Calligonum",2222,"Trees and Shrubs"
"NA","Gypsophila",2223,"Upland Herbs"
"NA","Plagiostyles",2224,"NA"
"Blepharis-type","Blepharis-type",2225,"N"
"NA","Chlorophora",2226,"NA"
"NA","Hymenostegia",2227,"NA"
"Tessmannia","Tessmannia",2228,"A"
"NA","Micrococca",2229,"NA"
"NA","Calpocalyx",2230,"NA"
"NA","Calpocalyx aubrevillei",2231,"NA"
"NA","Acacia type1",2232,"NA"
"NA","Anogeissus-type",2233,"NA"
"NA","Antiaris",2234,"NA"
"NA","Balanophora",2235,"NA"
"NA","Barringtonia",2236,"NA"
"NA","Byttneria",2237,"C"
"NA","Ceriops-type",2238,"NA"
"NA","Chouxia",2239,"NA"
"NA","Cussonia-type",2240,"NA"
"NA","Dialium-type",2241,"NA"
"NA","Dobera glabra-type",2242,"NA"
"NA","Elaeis",2243,"NA"
"NA","Filicium",2244,"NA"
"NA","Heliotropium-type steudneri",2245,"NA"
"NA","Hymenostegia-type",2246,"A"
"NA","Kohautia-type",2247,"NA"
"NA","Labiatae type 6",2248,"NA"
"NA","Langsdorffia",2249,"N"
"NA","Maesa-type",2250,"NA"
"NA","Monolete",2251,"NA"
"NA","Monolete lisse",2252,"NA"
"NA","Monotes",2253,"A"
"NA","Mussaenda-type",2254,"NA"
"NA","Philippia comorensis-type",2255,"NA"
"NA","Phyllanthus maderaspatensis-type",2256,"NA"
"Salvadora persica-type","Salvadora persica-type",2257,"A"
"NA","Sauvagesia-type",2258,"NA"
"Spores undiff.","Spores undiff.",2259,"I"
"NA","Thecacoris",2260,"NA"
"NA","Trilete",2261,"NA"
"NA","Tristellateia",2262,"NA"
"NA","Cf Maesa",2263,"NA"
"NA","Cf Cordia",2264,"NA"
"NA","Cf Crudia",2265,"NA"
"NA","Xeromphis",2266,"NA"
"NA","Cf Batopedina",2267,"NA"
"NA","Cf Oligocodon",2268,"NA"
"NA","Peristrophe/Hypoestes",2269,"NA"
"NA","Cf Syzygium",2270,"NA"
"NA","Acacia/Parkia",2271,"C"
"NA","Ambrosia-type (Africa)",2272,"NA"
"NA","Artemisia (Africa)",2273,"NA"
"NA","Centaurea perrottettii-type",2274,"NA"
"NA","Celtis (Africa)",2275,"NA"
"NA","Cyperaceae (Africa)",2276,"NA"
"NA","Ephedra distachya-type",2277,"A"
"NA","Euphorbiaceae (Africa)",2278,"NA"
"NA","Euphorbia (Africa)",2279,"NA"
"NA","indeterminata/varia",2280,"NA"
"NA","monolete spores",2281,"NA"
"NA","Oleaceae (Africa)",2282,"NA"
"NA","Gramineae (Africa)",2283,"NA"
"NA","Rhus (Africa)",2284,"NA"
"NA","Rubiaceae (Africa)",2285,"NA"
"NA","Solanum (Africa)",2286,"NA"
"NA","Tamarix (Africa)",2287,"NA"
"NA","Tarenna",2288,"NA"
"NA","trilete spores",2289,"NA"
"NA","Typha angustifolia-type",2290,"Aquatic Vascular Plants"
"NA","Fern spores",2291,"NA"
"NA","Nauclea/Mitragyna",2292,"A"
"NA","monolete verrucate spores",2293,"NA"
"NA","monolete psilate spores",2294,"NA"
"NA","trilete verrucate spores",2295,"NA"
"NA","Trilete psilate spores",2296,"NA"
"Cnestis-type","Cnestis-type",2297,"C"
"NA","Ericaceae (Africa)",2298,"NA"
"NA","Eugenia/Syzygium",2299,"A"
"NA","Harpulia-type",2300,"NA"
"NA","Myrica (Africa)",2301,"NA"
"NA","Ochna",2302,"A"
"NA","Rhamnaceae (Africa)",2303,"NA"
"NA","Rosaceae (Africa)",2304,"NA"
"NA","Thymelaeaceae (Africa)",2305,"NA"
"NA","Baphia",2306,"NA"
"NA","Abrus-type",2307,"NA"
"NA","Icacina",2308,"NA"
"NA","Ampelocissus",2309,"NA"
"NA","Acioa",2310,"NA"
"NA","Afrormosia",2311,"NA"
"NA","Allanblackia",2312,"A"
"NA","Amphimas",2313,"A"
"NA","Aurates",2314,"NA"
"NA","Berlinia/Isoberlinia",2315,"A"
"NA","Caloncoba",2316,"NA"
"Chassalia","Chassalia",2317,"I"
"NA","Cola",2318,"NA"
"NA","Craterispermum",2319,"A"
"NA","Crossopterix",2320,"NA"
"NA","Crozophora",2321,"NA"
"Cryptosepalum","Cryptosepalum",2322,"A"
"NA","Desplatia",2323,"NA"
"NA","Drepanocarpus-type",2324,"NA"
"NA","Entada/Piptadeniastrum",2325,"C"
"NA","Flacourtia",2326,"A"
"NA","Gilbertiodendron",2327,"NA"
"NA","Glyphaea",2328,"NA"
"NA","Haplocoelum",2329,"A"
"NA","Heliotropium indicae",2330,"NA"
"NA","Heliotropium-type",2331,"Upland Herbs"
"NA","Heritiera",2332,"Trees and Shrubs"
"NA","Khaja-type",2333,"NA"
"Lonchocarpus","Lonchocarpus",2334,"A"
"NA","Lotus-type",2335,"Upland Herbs"
"Manilkara-type","Manilkara-type",2336,"A"
"NA","Melochia",2337,"I"
"NA","Moltkia",2338,"Upland Herbs"
"NA","Nitraria",2339,"Trees and Shrubs"
"NA","Olea chrysophylla",2340,"NA"
"NA","Otomeria",2341,"H"
"NA","Phytolacaceae",2342,"NA"
"NA","Rhinopterys",2343,"NA"
"NA","Rytigynia",2344,"NA"
"NA","Salvadora/Dobera",2345,"NA"
"NA","Sarcosperma",2346,"NA"
"NA","Sclerocarya/Rhus",2347,"NA"
"NA","Syzygium/Eugenia",2348,"NA"
"NA","Trianthema",2349,"NA"
"NA","Lycodium",2350,"NA"
"NA","Monolete psilate spores",2351,"NA"
"NA","Trilete echinate spores",2352,"NA"
"NA","Azadirachta",2353,"NA"
"NA","Centaurea (Africa)",2354,"NA"
"NA","Coffea-type",2355,"NA"
"NA","Daniellia-type",2356,"NA"
"NA","Desplatsia",2357,"NA"
"NA","Dorstenia subtrangularis-type",2358,"NA"
"NA","Drosanthenum-type",2359,"NA"
"NA","Galium (Africa)",2360,"NA"
"NA","Gomphrena-type",2361,"Upland Herbs"
"NA","Hypoestes type",2362,"NA"
"NA","Ilex cf. I. mitis",2363,"NA"
"NA","Justicia/Monechma",2364,"I"
"NA","Leea",2365,"Trees and Shrubs"
"NA","Liliaceae (Africa)",2366,"NA"
"NA","Malvaceae (Africa)",2367,"NA"
"NA","Morus-type",2368,"Trees and Shrubs"
"NA","Nuphar lutea",2369,"Aquatic Vascular Plants"
"NA","Olea (Africa)",2370,"NA"
"NA","Orchidaceae (Africa)",2371,"NA"
"NA","Pelargonium",2372,"I"
"NA","Plantago (Africa)",2373,"NA"
"NA","Plumbaginaceae (Africa)",2374,"NA"
"NA","Podocarpus big",2375,"NA"
"NA","Podocarpus small",2376,"NA"
"NA","Rubiaceae monade",2377,"NA"
"NA","Rubiaceae tetrade",2378,"NA"
"NA","Salix cf. Salix chevalieri",2379,"NA"
"NA","Sherbournea",2380,"NA"
"NA","Tamarindus/Cryptosepalum",2381,"A"
"NA","Zygophyllum/Peganum",2382,"NA"
"NA","Indeterminata/Varia",2383,"NA"
"NA","Cistaceae (Africa)",2384,"NA"
"NA","Crassulaceae (Africa)",2385,"NA"
"NA","Crateva",2386,"NA"
"NA","Myrtaceae (Africa)",2387,"NA"
"NA","Parkinsonia",2388,"A"
"Phillyrea","Phillyrea",2389,"A"
"NA","Polygala (Africa)",2390,"NA"
"Rothmannia","Rothmannia",2391,"A"
"Kedrostis","Kedrostis",2392,"H"
"NA","Loranthaceae (Africa)",2393,"NA"
"NA","Lotus-type (Africa)",2394,"NA"
"NA","Lycopodium (Africa)",2395,"NA"
"NA","Monolete spores with perianth",2396,"NA"
"NA","Erica (Africa)",2397,"NA"
"NA","Gazania-type",2398,"N"
"NA","Heritiera-type",2399,"NA"
"NA","Luffa",2400,"NA"
"NA","Psilocaulon-type",2401,"N"
"NA","Colophospermum mopane",2402,"A"
"NA","Welwitschia",2403,"NA"
"NA","Crossandra",2404,"N"
"NA","Peganum",2405,"N"
"NA","Allanblackia-type",2406,"NA"
"NA","Hippocrateaceae",2407,"Trees and Shrubs"
"NA","Lawsonia",2408,"NA"
"NA","Berlinia",2409,"NA"
"NA","Carpinus",2410,"A"
"NA","Chiarinia",2411,"NA"
"Coccinia","Coccinia",2412,"H"
"NA","Dorstenia africana-type",2413,"A"
"NA","Dorstenia subtriangularis-type",2414,"NA"
"NA","Duparquetia",2415,"NA"
"NA","Fagus",2416,"A"
"Lotus","Lotus",2417,"N"
"NA","Monopetalanthus",2418,"NA"
"NA","Osyris",2419,"A"
"NA","Picea",2420,"A"
"NA","Plumbaginaceae",2421,"Upland Herbs"
"Psorospermum","Psorospermum",2422,"A"
"NA","Sarcospermum",2423,"NA"
"NA","Zygophyllum fabago-type",2424,"A"
"NA","Zygophyllum simplex-type",2425,"N"
"NA","Monolete echinate spores",2426,"NA"
"NA","Trilete reticulate spores",2427,"NA"
"NA","Justicia caerulea-type",2428,"NA"
"NA","Achyranthes aspera-type",2429,"Upland Herbs"
"NA","Amaranthaceae/Chenop",2430,"NA"
"NA","Haematostaphis",2431,"NA"
"NA","Heeria",2432,"NA"
"NA","Thyrsodium",2433,"NA"
"NA","Caesalpiniaceae",2434,"Trees and Shrubs"
"NA","Delonix-type",2435,"NA"
"NA","Guibourtia-type",2436,"NA"
"NA","Caryophyllaceae/Chen",2437,"NA"
"NA","Vernonia perrotetii-type",2438,"NA"
"NA","Vernoniae",2439,"NA"
"NA","Cyttaranthus cf.",2440,"NA"
"NA","Dichostemma",2441,"NA"
"NA","Klaineanthus",2442,"NA"
"NA","Margaritaria-type",2443,"NA"
"NA","Micrococca mercurialis-type",2444,"NA"
"NA","Phyllanthus niruri-type",2445,"Upland Herbs"
"NA","Tetracarpidium",2446,"NA"
"NA","Theccacoris",2447,"NA"
"NA","Sacoglottis",2448,"NA"
"NA","Triaspis",2449,"NA"
"NA","Tinospora",2450,"L"
"NA","Acacia 1",2451,"NA"
"NA","Acacia 3",2452,"NA"
"NA","Calpocaly aubrevillei",2453,"NA"
"NA","Campilospermum",2454,"NA"
"NA","Chrysobalanus/Parina",2455,"NA"
"NA","Pseudogardenia kalbreyeri-type",2456,"NA"
"NA","Rothmania",2457,"NA"
"NA","Uncaria",2458,"NA"
"NA","Sapindacea",2459,"NA"
"Aporrhiza","Aporrhiza",2460,"A"
"NA","Cardiospermum-type",2461,"NA"
"Eriocoelum","Eriocoelum",2462,"A"
"Hannoa","Hannoa",2463,"A"
"NA","Christiana",2464,"NA"
"NA","Lycopodium cernuum",2465,"NA"
"NA","spores indeterminees",2466,"NA"
"NA","Lygodium microphylum",2467,"NA"
"NA","Lygodium smithianum",2468,"NA"
"NA","Monolete scabrate spores",2469,"NA"
"NA","Monolete reticulate spores",2470,"NA"
"NA","Dryopteridaceae",2471,"Terrestrial Vascular Cryptogams"
"NA","Ximenia-type",2472,"NA"
"NA","Rubiaceae-type",2473,"NA"
"NA","Sporomorphes reworked",2474,"NA"
"NA","Pseudoprosopis",2475,"NA"
"NA","Ponteridaceae",2476,"NA"
"NA","Polygonum aviculare-type",2477,"N"
"NA","Petersianthus macrocarpus",2478,"NA"
"NA","Mimosa/Xylia",2479,"I"
"NA","Milletia",2480,"NA"
"NA","Menyanthes",2481,"NA"
"NA","Mammea/Pentadesma",2482,"A"
"NA","Hypericaceae",2483,"NA"
"NA","Erytroxylum",2484,"NA"
"NA","Dolichos",2485,"NA"
"NA","Cola nitida-type",2486,"NA"
"NA","Acer",2487,"A"
"NA","Castenea",2488,"NA"
"Quercus ilex-type","Quercus ilex-type",2489,"A"
"NA","Quercus pubescens-type",2490,"A"
"NA","Helianthemum",2491,"N"
"NA","Cistus",2492,"A"
"Teucrium","Teucrium",2493,"I"
"NA","Sanguisorba minor-type",2494,"N"
"Thymelaea","Thymelaea",2495,"N"
"NA","Gymnocarpos",2496,"NA"
"NA","Echiochilon",2497,"N"
"NA","Polycnemum-type",2498,"NA"
"NA","Centaurea jacea-type",2499,"Upland Herbs"
"NA","Knautia",2500,"N"
"NA","Ostrya",2501,"A"
"NA","Asphodelus",2502,"N"
"NA","Borago",2503,"Upland Herbs"
"NA","Caylusea",2504,"NA"
"NA","Argania",2505,"NA"
"NA","Typha latifolia-type",2506,"Q"
"NA","Plantago spp.",2507,"NA"
"NA","Molluginaceae",2508,"NA"
"NA","Gisekia",2509,"N"
"NA","Bombacaceae",2510,"Trees and Shrubs"
"NA","Simirestis",2511,"C"
"NA","Corbiconia",2512,"NA"
"NA","Centaurea scabiosa-type",2513,"Upland Herbs"
"NA","Juglans",2514,"A"
"NA","Ephedra distachia-type",2515,"NA"
"NA","Gaillonia-type",2516,"NA"
"NA","Neurada",2517,"NA"
"NA","Periploca",2518,"C"
"NA","Rhizophora mangle",2519,"NA"
"NA","Rhizophora harrisonii",2520,"NA"
"NA","Melia",2521,"NA"
"NA","Picconia",2522,"A"
"NA","Sebea-type",2523,"NA"
"Mendoncia","Mendoncia",2524,"L"
"NA","Petersianthus",2525,"NA"
"NA","Rotala",2526,"Q"
"NA","Scrophuliaraceae",2527,"NA"
"NA","Ulmaceae",2528,"Trees and Shrubs"
"NA","Limoniastrum",2529,"NA"
"NA","Arbutus",2530,"A"
"NA","Cistus-type",2531,"NA"
"NA","Myrtus",2532,"Trees and Shrubs"
"NA","Mercurialis",2533,"N"
"NA","Gypsophilla",2534,"NA"
"NA","Sanguis minor",2535,"NA"
"NA","Gymnocarpus",2536,"NA"
"NA","Mollugo",2537,"N"
"NA","Ballotus",2538,"NA"
"NA","Warionia",2539,"NA"
"NA","Celosia",2540,"NA"
"NA","Oenothera",2541,"Q"
"NA","Phaseolus",2542,"H"
"NA","Anthocera",2543,"NA"
"NA","Phyllirea",2544,"NA"
"NA","Ceratonia",2545,"Trees and Shrubs"
"NA","Ligustrum-type",2546,"Trees and Shrubs"
"NA","Gypsophila-type",2547,"Upland Herbs"
"NA","Poterium-type",2548,"N"
"NA","Quercus sp.",2549,"NA"
"NA","Delphinum",2550,"NA"
"NA","Plantago psyllium-type",2551,"NA"
"NA","Plantago sp.",2552,"NA"
"NA","Polemonium",2553,"N"
"NA","Sanguisorba-type",2554,"Upland Herbs"
"Paronychia","Paronychia",2555,"N"
"NA","Xyridaceae",2556,"NA"
"NA","Boraginaceae (Africa)",2557,"NA"
"NA","Iridaceae",2558,"Upland Herbs"
"NA","Fungal spores",2559,"NA"
"NA","Limoniastrum/Limonium",2560,"I"
"NA","Xylia/Mimosa",2561,"NA"
"NA","Bombax/Ceiba",2562,"NA"
"NA","Entada sclerata",2563,"NA"
"NA","Bosquiea",2564,"NA"
"NA","Nauclea latifolia-type",2565,"NA"
"NA","Aneilema",2566,"NA"
"NA","Polynogum acuminatum",2567,"NA"
"NA","Typha/Sparganium",2568,"Q"
"NA","Abelia",2569,"A"
"NA","Caryophyllac./Chenopodiac./Amaranthac.",2570,"NA"
"NA","Juniperus (Africa)",2571,"NA"
"NA","Urticaceae (Africa)",2572,"NA"
"NA","Corbichonia",2573,"NA"
"NA","Sopubia",2574,"NA"
"NA","Nypa",2575,"NA"
"NA","Ochnaceae",2576,"Trees and Shrubs"
"NA","Paramacrolobium",2577,"NA"
"NA","Campylostemon",2578,"C"
"NA","Mendocia",2579,"NA"
"NA","Picconia-type",2580,"NA"
"NA","Sebacea",2581,"NA"
"NA","Santanalaceae",2582,"NA"
"NA","Hippophae",2583,"A"
"NA","Plantago psyllium",2584,"NA"
"NA","Taxus",2585,"A"
"NA","Cotinus",2586,"A"
"NA","Quercus-type",2587,"Trees and Shrubs"
"NA","Quercus suber-type",2588,"A"
"NA","Filipendula",2589,"N"
"NA","Lysmachia-type",2590,"NA"
"NA","Ophioglossales",2591,"NA"
"NA","Asteraceae",2592,"Upland Herbs"
"NA","Cyanthaceae",2593,"NA"
"NA","Erythroxylaceae",2594,"Trees and Shrubs"
"NA","Fabaceae",2595,"Upland Herbs"
"NA","Fagaceae-like",2596,"NA"
"NA","Podocarpaceae",2597,"Trees and Shrubs"
"NA","Pteridophyta (M)",2598,"NA"
"NA","Pteridophyta (T)",2599,"NA"
"NA","Thymeliaceae",2600,"NA"
"NA","Pinaceae cf. Cathaya",2601,"NA"
"NA","Hedera (Africa)",2602,"NA"
"NA","Schizaea-type",2603,"NA"
"NA","Burkea-type africana",2604,"NA"
"NA","Pseudolachnostylis-type",2605,"NA"
"NA","Chenopodiaceae-type",2606,"NA"
"NA","Amaranthaceae-type",2607,"Upland Herbs"
"NA","Anthocleista grandifolia",2608,"NA"
"NA","Rauvolfia caffra",2609,"NA"
"NA","Olax dissitiflora",2610,"NA"
"NA","Anthonota",2611,"NA"
"NA","Brachypterys",2612,"L"
"Calvoa","Calvoa",2613,"N"
"NA","Compositae Vernonieae",2614,"NA"
"NA","Conocarpus",2615,"A"
"NA","Cussonia cf. C.barteri",2616,"NA"
"NA","Hedera",2617,"L"
"NA","Mesanthemum",2618,"NA"
"NA","Newbouldia",2619,"NA"
"NA","Ochnaceae undifferentiated",2620,"NA"
"NA","Podocarpus, small",2621,"NA"
"NA","Polycephalium-type",2622,"L"
"NA","Sindora",2623,"NA"
"NA","Spathodea campanulata",2624,"NA"
"NA","Sporomorphes, reworked",2625,"NA"
"NA","Nephrolepis",2626,"NA"
"NA","Cheilanthes/Pellaea",2627,"F"
"NA","Asteraceae (echinate)",2628,"NA"
"NA","Broken/obscured",2629,"NA"
"NA","Hyacinthaceae",2630,"Upland Herbs"
"NA","Mesembryanthemaceae",2631,"NA"
"Oxalis","Oxalis",2632,"N"
"NA","Phragmites",2633,"Q"
"NA","Santalaceae",2634,"Trees and Shrubs"
"NA","Amaryllidaceae",2635,"Upland Herbs"
"NA","Drypetes molunduana",2636,"NA"
"NA","Ptychopetalum",2637,"A"
"NA","Olea type hochstetteri",2638,"NA"
"NA","Rosa",2639,"A"
"NA","Taupra fisheri",2640,"NA"
"NA","Suaeda monoica",2641,"NA"
"NA","Commelina type benghalensis",2642,"NA"
"NA","Croton type",2643,"NA"
"NA","Carduus type",2644,"NA"
"NA","Filicales",2646,"NA"
"NA","Nymphoides",2647,"Q"
"NA","Poaceae <50um",2648,"NA"
"NA","Poaceae >50um",2649,"NA"
"NA","Asparagaceae",2650,"Upland Herbs"
"NA","Broken/Obscured",2651,"NA"
"NA","Colchicaceae",2652,"Upland Herbs"
"NA","Ephedra fragilis-type (lisse)",2653,"NA"
"NA","Acacia mellifera (lisse)",2654,"NA"
"Palmae undiff.","Palmae undiff.",2655,"P"
"NA","Cf. Celtis",2656,"NA"
"NA","Grand tricolpe",2657,"NA"
"NA","Echinops-type spinosus",2658,"NA"
"NA","Arnebia hispidissima-type",2659,"N"
"Boraginaceae undiff.","Boraginaceae undiff.",2660,"I"
"NA","Anchusa-type",2661,"N"
"NA","Heliotropium ramosissimum-type",2662,"N"
"NA","Dipterygium glaucum-type",2663,"NA"
"NA","Aniseia-type martinicensis",2664,"NA"
"NA","Jacquemontia-type",2665,"NA"
"NA","Cf. Gentianaceae",2666,"NA"
"Geraniaceae undiff.","Geraniaceae undiff.",2667,"I"
"NA","Myriophyllum-type",2668,"NA"
"NA","Lindernia-type",2669,"NA"
"NA","Urtica",2670,"Upland Herbs"
"NA","Polyopodium",2671,"NA"
"NA","Trilete lisse",2672,"NA"
"NA","Pteris-type vittata",2673,"F"
"NA","Anthocerothaceae",2674,"NA"
"NA","Polyschias",2675,"NA"
"NA","cf. Nuxia",2676,"NA"
"NA","Asteroideae",2677,"NA"
"NA","Papilionoideae undiff.",2678,"NA"
"NA","Spores monolete",2679,"NA"
"NA","Spores trilete",2680,"NA"
"NA","Unknowns various",2681,"NA"
"NA","cf. Kedrostis",2682,"NA"
"NA","cf. Svensonia",2683,"NA"
"NA","cf. Rosa",2684,"NA"
"NA","Botryococcus",2685,"NA"
"NA","Carapa/Ekebergia",2686,"NA"
"Hyptis","Hyptis",2687,"N"
"NA","Asphodelaceae",2688,"Upland Herbs"
"NA","Hermannia",2689,"NA"
"NA","Limonium",2690,"Upland Herbs"
"NA","Poaceae <50",2691,"NA"
"NA","Poaceae >50",2692,"NA"
"NA","Cornulaca-type",2693,"NA"
"NA","Bombax costatum",2694,"NA"
"NA","Copaifera salikunda-type",2695,"NA"
"NA","Sideroxylon",2696,"NA"
"NA","Agrocharis",2697,"N"
"NA","Cyperus conglomeratus",2698,"NA"
"NA","Sparganium/Potamogeton",2699,"Q"
"NA","cf. Juniperus procera",2700,"NA"
"NA","Scrophulariaceae tricolpate",2701,"NA"
"NA","Euphorbiaceae type 1",2702,"NA"
"NA","Nymphaea nouchali",2703,"NA"
"NA","Polygonum cf. P. senegalense",2704,"NA"
"NA","Typha cf. T. latifolia",2705,"NA"
"NA","Papilionoideae type 2",2706,"NA"
"NA","Vatovaea",2707,"NA"
"NA","cf. Cleome",2708,"NA"
"NA","cf. Zanthoxylum",2709,"NA"
"NA","Typha cf. T. domingensis",2710,"Aquatic Vascular Plants"
"NA","Trilete spores type 1",2711,"NA"
"NA","Papilionoideae type 1",2712,"NA"
"NA","cf. Gynandropsis",2713,"NA"
"NA","Trilete spores others",2714,"NA"
"NA","Toddalia",2715,"NA"
"NA","Papilionoideae cf. Aeschynomene",2716,"NA"
"NA","Papilionoideae cf. Crotalaria",2717,"NA"
"NA","Unknown A",2718,"NA"
"Celastraceae undiff.","Celastraceae undiff.",2719,"C"
"NA","Stoebe kilimandscharica",2720,"NA"
"NA","Unknown hexacolpate",2721,"NA"
"NA","cf. Balanites",2722,"NA"
"NA","Pedalaiaceae cf. Sesamum",2723,"NA"
"NA","cf. Albizia",2724,"NA"
"NA","Cupressus lusitanica",2725,"NA"
"NA","Pediastrum type 1",2726,"NA"
"NA","Adenandra",2727,"A"
"NA","Ambrosia-type",2728,"Upland Herbs"
"Bertiera","Bertiera",2729,"A"
"NA","Burchellia",2730,"NA"
"NA","Celsia",2731,"N"
"NA","Cocos",2732,"NA"
"NA","Cola cordifolia",2733,"NA"
"NA","Colpothrinax",2734,"D"
"NA","Ericaceae undifferentiated",2735,"NA"
"NA","Euphorbiaceae undifferentiated",2736,"NA"
"NA","Poaceae undifferentiated",2737,"NA"
"NA","Indeterminata",2738,"NA"
"NA","Kigelia-type",2739,"NA"
"NA","Klainedoxa",2740,"NA"
"NA","Leucadendron",2741,"NA"
"NA","Liliaceae undifferentiated",2742,"NA"
"NA","Mansonia cf altissima",2743,"NA"
"NA","Mesembryanthenum-type",2744,"NA"
"NA","Nothofagus",2745,"A"
"NA","Plicosepalus",2746,"B"
"NA","Plumbaginaceae undifferentiated",2747,"NA"
"NA","Schotia",2748,"A"
"NA","Scrophulariaceae (Africa)",2749,"NA"
"NA","Utricularia (Africa)",2750,"NA"
"NA","Viscum",2751,"B"
"NA","Pteridium/Selaginella",2752,"NA"
"NA","Phyllanthus rivae-type",2753,"Upland Herbs"
"NA","Bruniaceae",2754,"NA"
"NA","Zostera",2755,"NA"
"NA","Trichoscypha oba-type",2756,"NA"
"NA","Caesalpinaceae",2757,"NA"
"NA","maritima-type",2758,"NA"
"Aniseia martinicensis","Aniseia martinicensis",2759,"H"
"NA","Chrozophora brocchiana",2760,"NA"
"NA","Cyttaranthus",2761,"NA"
"NA","Klaineanthus gaboniae-type",2762,"NA"
"NA","Mareya spicata-type",2763,"NA"
"NA","Acacia groupe 1",2764,"NA"
"NA","Acacia groupe 3",2765,"NA"
"NA","Parkia biglobosa",2766,"NA"
"NA","Commicarpus plumbagineus-type",2767,"NA"
"NA","Christiana africana-type",2768,"NA"
"NA","Indeterminees",2769,"NA"
"NA","Juncaeae",2770,"NA"
"NA","Halloragaceae",2771,"NA"
"NA","Steobe-type",2772,"NA"
"NA","Lauraceae",2773,"Trees and Shrubs"
"NA","Loganiaceae",2774,"Trees and Shrubs"
"NA","Oliniaceae",2775,"NA"
"NA","Tricolp 16",2776,"NA"
"NA","Crumpled or hidden",2777,"NA"
"NA","Helianthae",2778,"NA"
"NA","Tricolporate",2779,"NA"
"NA","Triporate",2780,"NA"
"NA","Anthemidae",2781,"NA"
"NA","Peridophyte",2782,"NA"
"NA","Psilate reniform",2783,"NA"
"NA","Beaded mur.",2784,"NA"
"NA","Centemopsis",2785,"NA"
"NA","Mutisieae",2786,"NA"
"NA","Opiliaceae",2787,"NA"
"NA","Zygodenus",2788,"NA"
"NA","Alisma",2789,"Aquatic Vascular Plants"
"NA","Ottelia",2790,"NA"
"NA","Pontederiaceae",2791,"Aquatic Vascular Plants"
"NA","5-Porate",2792,"NA"
"NA","Echinate",2793,"NA"
"NA","Hexacolporate clear",2794,"NA"
"NA","Monocolpate",2795,"NA"
"NA","Oblate",2796,"NA"
"NA","Periporate",2797,"NA"
"NA","Poricolpate",2798,"NA"
"NA","Priate",2799,"NA"
"NA","Prolate",2800,"NA"
"NA","Rugulate",2801,"NA"
